property_id,lat,lng,addr_street,suburb,lga,closet_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,number_of_houses,number_of_units,municipality,aus_born_perc,median_income,median_house_price,population,closest_train_station_id
65390,-37.797387,145.313591,46 Hawthory Road,KILSYTH,SURF COAST,19877,1.411,22.9618320610687,1,4209,1613,Yarra Ranges,82,1211,813100,12665,19877.0
77039,-37.943988,145.111226,1 Mack Crescent,CLARINDA,BULOKE,19915,2.299,14.25108225108225,1,2271,640,Kingston,44,1116,1012900,19027,19915.0
63644,-37.784925,145.292911,163 Dorset Road,CROYDON,CARDINIA,19878,1.595,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
92086,-37.98821,145.062402,2 Coryule Avenue,MENTONE,WEST WIMMERA,19865,0.747,20.61904761904762,1,4507,3922,Kingston,76,1288,1332300,14158,19865.0
78149,-37.934703,145.186669,5 Locarno Court,MULGRAVE,MACEDON RANGES,19891,3.205,17.657587548638134,1,7213,1477,Monash,60,1348,1022600,22093,19891.0
37323,-37.636488,145.042737,34 Ilani Street,EPPING,FRANKSTON,20005,2.09,24.90277777777778,1,13368,3047,Whittlesea,73,1283,673200,19624,20005.0
88048,-37.93841171,145.0565643,10 Faye Street,MOORABBIN,MANSFIELD,19872,1.705,17.015625,1,2571,1673,Kingston,69,1294,1283800,13081,19872.0
93598,-37.989843,145.088972,67 Mc Swain Street,PARKDALE,STONNINGTON,19864,1.166,21.428571428571427,1,4160,2433,Kingston,76,1492,1341800,24045,19864.0
15641,-37.740784,144.891291,26 Moushall Avenue,NIDDRIE,MANSFIELD,20036,2.706,9.333333333333334,1,2198,1140,Moonee Valley,69,1204,1148000,13979,20036.0
12930,-37.7255269,144.7705696,3/21 Patonga Drive,DELAHEY,BULOKE,20001,2.082,14.857142857142858,1,2193,541,Brimbank,64,1491,648400,27356,20001.0
26786,-37.58308411,144.9356079,4 Goulburn Way,CRAIGIEBURN,YARRA RANGES,40221,2.193,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
73729,-37.866029,145.257438,45 Kleinert Road,BORONIA,TOWONG,19869,2.448,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
9938,-37.792436,144.919888,105 Stockmans Way,KENSINGTON,SOUTH GIPPSLAND,20026,0.93,,0,3940,4804,Melbourne,62,1401,1202200,14523,20026.0
21339,-37.757826,144.95779,51 Canberra Street,BRUNSWICK,MARIBYRNONG,19967,0.458,8.11111111111111,1,8835,8041,Moreland,62,1433,1265800,20155,19967.0
95522,-37.93071747,145.0469055,31 Marquis Road,BENTLEIGH,HOBSONS BAY,19937,0.98,16.14074074074074,1,5799,3228,Glen Eira,72,1538,1649200,17630,19937.0
21621,-37.76817,144.968162,9 Elizabeth Street,BRUNSWICK,MARIBYRNONG,19968,0.756,7.125,1,8835,8041,Moreland,62,1433,1265800,20155,19968.0
53070,-37.82683182,144.9944,33 White Street,CREMORNE,WELLINGTON,19907,0.239,,0,901,1028,Yarra,65,1731,1529500,24112,19907.0
6464,-37.780569,144.817554,22 Mclean Street,ALBION,MOIRA,20004,0.708,11.692982456140351,1,1389,1392,Brimbank,52,929,739100,30677,20004.0
52381,-37.81587219,144.9934082,15 Bowen Street,RICHMOND,EAST GIPPSLAND,19978,0.203,7.690476190476191,1,8875,13869,Yarra,65,1731,1389100,24112,19978.0
14180,-37.755002,144.904295,27 Tweedside Street,ESSENDON,NILLUMBIK,20037,1.054,7.5,1,6869,5592,Moonee Valley,81,1571,1550000,22442,20037.0
41166,-37.700159,145.076694,8 Gordon Street,BUNDOORA,WODONGA,19984,1.355,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
20741,-37.767736,144.970419,2/ 147 Victoria Street,BRUNSWICK,MARIBYRNONG,19968,0.953,7.125,1,8835,8041,Moreland,62,1433,1265800,20155,19968.0
55639,-37.846066,145.064391,4 Range Street,CAMBERWELL,MELBOURNE,19850,1.009,11.181818181818182,1,7459,4358,Boroondara,77,2122,2235400,15537,19850.0
35533,-37.72855759,145.0179138,737 Plenty Road,RESERVOIR,EAST GIPPSLAND,20011,1.333,17.166666666666668,1,16913,8713,Darebin,63,972,861800,45591,20011.0
92456,-37.979576,145.062678,85 Collins Street,MENTONE,WEST WIMMERA,19865,0.336,20.61904761904762,1,4507,3922,Kingston,76,1288,1332300,14158,19865.0
95158,-37.913916,145.035017,21 Fitzroy Street,MCKINNON,HORSHAM,19939,0.427,14.476923076923077,1,1953,1107,Glen Eira,72,1538,1683800,17630,19939.0
89944,-37.953773,145.058048,122 Chesterville Road,CHELTENHAM,YARRA RANGES,19866,1.466,18.83823529411765,1,8087,5856,Kingston,74,1233,1167300,18907,19866.0
19267,-37.673264,144.928924,9 Nhill Court,DALLAS,MOORABOOL,20030,1.364,15.533333333333333,1,2207,315,Hume,58,762,514300,18510,20030.0
47996,-37.803257,145.060816,17 Second Avenue,KEW,SOUTH GIPPSLAND,19903,2.505,6.752380952380952,1,8044,6097,Boroondara,73,2022,2332200,21677,19903.0
94970,-37.919492,145.029526,18 Eddys Grove,BENTLEIGH,HOBSONS BAY,19939,0.695,14.476923076923077,1,5799,3228,Glen Eira,72,1538,1649200,17630,19939.0
83826,-37.851268,145.008898,29 Woodfull Street,PRAHRAN,BOROONDARA,19946,0.444,7.181818181818182,1,4230,8324,Stonnington,66,1560,1706800,17776,19946.0
75071,-37.892355,145.064826,34A Emily Street,CARNEGIE,MELBOURNE,19919,0.328,11.254658385093167,1,4596,5791,Glen Eira,64,1287,1406500,30031,19919.0
48986,-37.808032,145.096584,125b Winmalee Road,BALWYN,HOBSONS BAY,19896,1.493,11.341269841269842,1,4589,2796,Boroondara,71,1563,2551100,13849,19896.0
40313,-37.68774033,145.0683594,3 Newman Close,BUNDOORA,WODONGA,19984,2.92,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
26064,-37.594938,144.906171,23 Waterbird Link,CRAIGIEBURN,YARRA RANGES,40221,3.365,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
5269,-37.869667,144.835975,6 Bayview Street,ALTONA,BRIMBANK,19927,0.483,,0,4843,2394,Hobsons Bay,70,1160,1139500,11742,19927.0
26475,-37.5762716,144.9105358,30 Powell Street,CRAIGIEBURN,YARRA RANGES,40221,4.056,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
63394,-37.786605,145.281387,11 Grandview Avenue,CROYDON,CARDINIA,19878,0.986,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
37118,-37.645954,145.053444,24 Halter Crescent,EPPING,FRANKSTON,45795,1.25,26.786666666666665,1,13368,3047,Whittlesea,73,1283,673200,19624,45795.0
12122,-37.70172,144.744319,10 Richie Circuit,HILLSIDE,GREATER DANDENONG,20000,2.631,16.304347826086957,1,4717,798,Melton,64,1491,867300,27356,20000.0
37943,-37.783126,145.034668,11 St Bernards Road,ALPHINGTON,BANYULE,19931,0.606,13.333333333333334,1,1729,1099,Darebin,73,1538,1729600,9227,19931.0
44843,-37.688543,145.126075,3 Larool Avenue,ST HELENA,SOUTHERN GRAMPIANS,19985,2.326,22.39189189189189,1,800,170,Banyule,83,1524,1163300,26045,19985.0
5746,-37.78821945,144.8497315,36 Myalla Street,BRAYBROOK,HUME,20021,1.483,11.08411214953271,1,2822,1654,Maribyrnong,52,792,755400,6573,20021.0
1058,-37.797934,144.904041,45 Moore Street,FOOTSCRAY,WHITTLESEA,20025,0.358,5.75,1,5286,6864,Maribyrnong,49,1181,869400,16926,20025.0
59445,-37.822077,145.187723,15 Parkway Lane,MITCHAM,PORT PHILLIP,19900,0.587,15.882096069868995,1,5802,3089,Whitehorse,76,1424,1128700,14482,19900.0
23067,-37.734012,144.964105,67 Ross Street,COBURG,MOONEE VALLEY,19964,0.124,11.833333333333334,1,10323,4557,Moreland,63,1268,1129500,29021,19964.0
23613,-37.612246,144.909773,37 Serendip Crescent (Greenvale Lakes),GREENVALE,HORSHAM,40221,3.178,21.0,1,6480,251,Hume,72,1730,942100,9120,40221.0
92473,-37.980791,145.071257,91 Warrigal Road,MENTONE,WEST WIMMERA,19865,0.548,20.61904761904762,1,4507,3922,Kingston,76,1288,1332300,14158,19865.0
4671,-37.834214,144.867257,79 Gordon Street,NEWPORT,MANSFIELD,19995,1.69,,0,5240,1816,Hobsons Bay,74,1626,1197100,14791,19995.0
8562,-37.767098,144.781719,5 Warin Road,CAIRNLEA,YARRA RANGES,20003,2.674,12.984496124031008,1,2159,192,Brimbank,57,1423,969000,14107,20003.0
78481,-37.936122,145.158864,1 Reilly Street,SPRINGVALE,GREATER BENDIGO,19913,1.564,17.03585657370518,1,6280,4315,Greater Dandenong,36,884,895800,18147,19913.0
82589,-37.90868,145.251495,15 Valleyview Drive,ROWVILLE,BALLARAT,19868,4.878,21.208695652173912,1,9231,1496,Knox,71,1699,1069100,28725,19868.0
63897,-37.790429,145.303841,20 Lionel Crescent,CROYDON,CARDINIA,19877,0.983,22.9618320610687,1,9705,5573,Maroondah,81,1267,902900,37491,19877.0
45353,-37.69673538,145.1004944,6 Wyuna Close,GREENSBOROUGH,GLEN EIRA,19985,1.055,22.39189189189189,1,7426,2533,Banyule,83,1524,984000,26045,19985.0
77198,-37.93783188,145.1043854,3 Shannon Court,CLARINDA,BULOKE,19915,2.038,14.25108225108225,1,2271,640,Kingston,44,1116,1012900,19027,19915.0
72668,-37.854241,145.273682,1 Duncan Avenue,BORONIA,TOWONG,19869,1.167,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
83219,-37.892238,145.247987,5 Coringa Court,KNOXFIELD,SOUTHERN GRAMPIANS,19868,4.315,21.208695652173912,1,2723,1042,Knox,76,1310,909600,6617,19868.0
95718,-37.914466,145.035073,4 Fitzroy Street,BENTLEIGH,HOBSONS BAY,19939,0.37,14.476923076923077,1,5799,3228,Glen Eira,72,1538,1649200,17630,19939.0
40672,-37.698808,145.051463,46 Arthur Street,BUNDOORA,WODONGA,19984,3.152,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
91751,-37.97320557,145.0500031,6 Parkside Street,BEAUMARIS,TOWONG,19866,0.832,18.83823529411765,1,5041,1732,Bayside,79,1845,1882800,17536,19866.0
21738,-37.737342,144.954705,10 Collins Street,COBURG,MOONEE VALLEY,19964,0.833,11.833333333333334,1,10323,4557,Moreland,63,1268,1129500,29021,19964.0
36026,-37.677699,145.034619,5 Warwick Court,THOMASTOWN,CAMPASPE,20007,1.816,22.0,1,7762,2091,Whittlesea,49,900,691800,21735,20007.0
80584,-37.987868,145.186356,9 Springside Crs,KEYSBOROUGH,KINGSTON,19889,1.165,19.59722222222222,1,9761,1578,Greater Dandenong,49,1253,1006400,16492,19889.0
39054,-37.757597,145.037963,86 Oriel Road,IVANHOE,BASS COAST,19933,1.419,14.36241610738255,1,4147,2613,Banyule,77,1709,1560600,14278,19933.0
91957,-37.97761154,145.0696716,11 Johnston Street,MENTONE,WEST WIMMERA,19865,0.617,20.61904761904762,1,4507,3922,Kingston,76,1288,1332300,14158,19865.0
15287,-37.736383,144.907204,39a Dublin Avenue,STRATHMORE,KNOX,20036,1.707,9.333333333333334,1,3101,749,Moonee Valley,81,1634,1643800,10591,20036.0
71715,-37.862898,145.220645,6 Winyarra Court,WANTIRNA,CENTRAL GOLDFIELDS,19871,4.385,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
71029,-37.8555636,145.2173541,103 Barmah Drive West,WANTIRNA,CENTRAL GOLDFIELDS,19871,3.862,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
74862,-37.8884,145.06398,23B Oakdene Crescent,CARNEGIE,MELBOURNE,19919,0.359,11.254658385093167,1,4596,5791,Glen Eira,64,1287,1406500,30031,19919.0
12461,-37.690876,144.760242,18 Beaumont Court,SYDENHAM,HEPBURN,20000,1.676,16.304347826086957,1,2811,1400,Brimbank,64,1491,658000,27356,20000.0
4514,-37.848367,144.869129,5 Revo Street,NEWPORT,MANSFIELD,19994,1.419,,0,5240,1816,Hobsons Bay,74,1626,1197100,14791,19994.0
49387,-37.8061,145.090718,30 Raynes Street,BALWYN,HOBSONS BAY,19896,1.974,11.341269841269842,1,4589,2796,Boroondara,71,1563,2551100,13849,19896.0
24302,-37.703585,144.962076,3/17 Shirley Street,FAWKNER,MONASH,19961,0.429,13.8,1,4754,1266,Moreland,53,865,745500,12899,19961.0
77919,-37.93359756,145.1759186,30 Withers Avenue,MULGRAVE,MACEDON RANGES,19913,2.651,17.03585657370518,1,7213,1477,Monash,60,1348,1022600,22093,19913.0
59762,-37.825563,145.21025,29 Blossom Street,MITCHAM,PORT PHILLIP,19901,0.775,15.935622317596566,1,5802,3089,Whitehorse,76,1424,1128700,14482,19901.0
58222,-37.815189,145.164385,59 Jubilee Street,BLACKBURN,GREATER GEELONG,19899,1.103,14.655339805825243,1,4821,2501,Whitehorse,75,1387,1485900,27564,19899.0
12955,-37.699776,144.743817,30 Vine Court,HILLSIDE,GREATER DANDENONG,20000,2.679,16.304347826086957,1,4717,798,Melton,64,1491,867300,27356,20000.0
96378,-38.000835,145.26938,1 MOUNTVIEW AVE,HALLAM,GLEN EIRA,19885,1.882,26.25,1,3494,1290,Casey,56,1156,724000,9061,19885.0
33046,-37.731961,144.999988,61 Spring Street,PRESTON,BOROONDARA,20011,0.466,17.166666666666668,1,11418,7672,Darebin,63,1155,1075700,27067,20011.0
80320,-37.995293,145.162002,5 Dennis Court,KEYSBOROUGH,KINGSTON,19889,3.216,19.59722222222222,1,9761,1578,Greater Dandenong,49,1253,1006400,16492,19889.0
76777,-37.917606,145.125837,33 Hourigan Avenue,CLAYTON,HINDMARSH,19915,0.915,14.25108225108225,1,5171,5343,Monash,48,962,1017200,18901,19915.0
50515,-37.75626373,145.1379547,20 Stradmore Avenue,TEMPLESTOWE,MOUNT ALEXANDER,19986,4.785,23.86,1,5734,1487,Manningham,64,1789,1759800,16180,19986.0
27519,-37.587251,144.926237,68 Willmott Drive,CRAIGIEBURN,YARRA RANGES,40221,2.213,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
83531,-37.852158,145.001929,14a Trinian Street,PRAHRAN,BOROONDARA,19947,0.843,6.618181818181818,1,4230,8324,Stonnington,66,1560,1706800,17776,19947.0
78299,-37.92542267,145.1676178,68 Wanda Street,MULGRAVE,MACEDON RANGES,19914,2.916,15.875,1,7213,1477,Monash,60,1348,1022600,22093,19914.0
22329,-37.7350584,144.9564436,23 A'beckett Street,COBURG,MOONEE VALLEY,19964,0.589,11.833333333333334,1,10323,4557,Moreland,63,1268,1129500,29021,19964.0
91422,-37.983229,145.048174,21A Mariemont Avenue,BEAUMARIS,TOWONG,19865,1.499,20.61904761904762,1,5041,1732,Bayside,79,1845,1882800,17536,19865.0
45571,-37.690185,145.092799,9 Jarrah Court,GREENSBOROUGH,GLEN EIRA,19985,2.05,22.39189189189189,1,7426,2533,Banyule,83,1524,984000,26045,19985.0
29822,-37.76672363,144.9973145,27 Beavers Road,NORTHCOTE,MURRINDINDI,20015,0.293,13.214285714285714,1,8461,5349,Darebin,69,1563,1630800,21000,20015.0
46963,-37.709104,145.139624,29 Kerrie Crescent,ELTHAM,FRANKSTON,19987,0.875,26.24418604651163,1,6040,1782,Nillumbik,85,1923,1178700,28827,19987.0
77675,-37.928028,145.164918,2/16 Baird Street,MULGRAVE,MACEDON RANGES,19914,2.569,15.875,1,7213,1477,Monash,60,1348,1022600,22093,19914.0
2180,-37.778071,144.881909,34 Fisher Street,MAIDSTONE,BAW BAW,20027,2.477,,0,2995,2208,Maribyrnong,56,1162,843300,19978,20027.0
4374,-37.834808,144.879166,33 Blackshaws Road,NEWPORT,MANSFIELD,19995,0.755,,0,5240,1816,Hobsons Bay,74,1626,1197100,14791,19995.0
5758,-37.78298569,144.8558197,4 Barrie Court,BRAYBROOK,HUME,20022,1.916,7.9523809523809526,1,2822,1654,Maribyrnong,52,792,755400,6573,20022.0
88299,-37.940452,145.058614,84 Bulli St,MOORABBIN,MANSFIELD,19872,1.717,17.015625,1,2571,1673,Kingston,69,1294,1283800,13081,19872.0
14623,-37.74832153,144.8960266,57 Nimmo Street,ESSENDON,NILLUMBIK,20037,1.971,7.5,1,6869,5592,Moonee Valley,81,1571,1550000,22442,20037.0
64680,-37.785075,145.264367,58 Highland Avenue,CROYDON,CARDINIA,19878,1.836,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
68539,-37.853457,145.016946,43 Northcote Road,ARMADALE,BRIMBANK,19945,0.394,7.012987012987013,1,2838,3841,Stonnington,73,1713,1925900,8428,19945.0
44366,-37.687452,145.124714,16 Natasha Close,ST HELENA,SOUTHERN GRAMPIANS,19985,2.341,22.39189189189189,1,800,170,Banyule,83,1524,1163300,26045,19985.0
92661,-38.003236,145.095363,12 Woods Avenue,MORDIALLOC,PORT PHILLIP,19863,0.772,23.207142857142856,1,2949,2322,Kingston,76,1492,1228700,24045,19863.0
77495,-37.931203,145.185942,139 Hansworth St,MULGRAVE,MACEDON RANGES,19891,3.471,17.657587548638134,1,7213,1477,Monash,60,1348,1022600,22093,19891.0
14203,-37.751621,144.92178,29 Brewster Street,ESSENDON,NILLUMBIK,20036,0.497,9.333333333333334,1,6869,5592,Moonee Valley,81,1571,1550000,22442,20036.0
75396,-37.90215,145.066236,7 Dalny Road,MURRUMBEENA,MOIRA,19918,1.287,11.596590909090908,1,2947,2728,Glen Eira,64,1287,1574000,30031,19918.0
54083,-37.823955,145.04241,13 Minona Street,HAWTHORN,YARRA,19903,0.348,6.752380952380952,1,5753,11459,Boroondara,72,1627,2103800,19166,19903.0
64070,-37.808217,145.285162,27 Frederick Street,CROYDON,CARDINIA,19878,1.478,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
42921,-37.729872,145.090019,18 Longacres Road,YALLAMBIE,MAROONDAH,19983,1.888,18.08641975308642,1,1286,81,Banyule,79,1458,998200,12063,19983.0
17768,-37.703546,144.930222,84 Melbourne Avenue,GLENROY,WYNDHAM,20032,1.15,13.76923076923077,1,7882,4021,Moreland,66,1004,743900,27707,20032.0
30949,-37.7550354,144.9850922,212 Harold Street,THORNBURY,LATROBE,20014,1.186,14.2,1,6018,4275,Darebin,63,1275,1361700,16671,20014.0
89977,-37.971147,145.052622,13 Sydney Street,CHELTENHAM,YARRA RANGES,19866,0.529,18.83823529411765,1,8087,5856,Kingston,74,1233,1167300,18907,19866.0
9867,-37.901797,144.633848,8 Dalpura Court,WERRIBEE,LODDON,19921,2.41,,0,14482,4489,Wyndham,77,1470,634600,36356,19921.0
56281,-37.846015,145.132987,18 College Way,BURWOOD,MARIBYRNONG,19897,2.89,13.988304093567251,1,5052,3288,Whitehorse,73,1100,1296800,18501,19897.0
45253,-37.683375,145.126639,52 Sunrise  Drive,GREENSBOROUGH,GLEN EIRA,19985,2.806,22.39189189189189,1,7426,2533,Banyule,83,1524,984000,26045,19985.0
95489,-37.909127,145.046441,30 Lewis Street,MCKINNON,HORSHAM,19940,0.727,13.683333333333334,1,1953,1107,Glen Eira,72,1538,1683800,17630,19940.0
83458,-37.8569603,145.0027008,12/4 Rae Court,PRAHRAN,BOROONDARA,19957,0.943,,0,4230,8324,Stonnington,66,1560,1706800,17776,19957.0
4913,-37.869898,144.826057,146 Queen Street,ALTONA,BRIMBANK,19926,0.439,,0,4843,2394,Hobsons Bay,70,1160,1139500,11742,19926.0
19445,-37.654999,144.931139,42 Ventnor Crescent,COOLAROO,COLAC -OTWAY,44817,0.805,17.375,1,1300,237,Hume,57,867,507200,18590,44817.0
67106,-37.740988,145.349896,17 Glencoe Place,LILYDALE,FRANKSTON,19876,1.629,26.917525773195877,1,5989,2379,Yarra Ranges,82,1284,908900,13615,19876.0
1800,-37.790437,144.881252,14 Suffolk Street,MAIDSTONE,BAW BAW,20023,1.316,7.277777777777778,1,2995,2208,Maribyrnong,56,1162,843300,19978,20023.0
6116,-37.79536438,144.8240967,121 Wright Street,SUNSHINE,KNOX,20021,1.084,11.08411214953271,1,4031,1779,Brimbank,52,929,883700,30677,20021.0
71017,-37.86016846,145.2228241,10 Pacific Close,WANTIRNA,CENTRAL GOLDFIELDS,19871,4.027,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
58385,-37.828537,145.159776,9 Rosalind Crescent,BLACKBURN,GREATER GEELONG,19898,1.275,14.05703422053232,1,4821,2501,Whitehorse,75,1387,1485900,27564,19898.0
44048,-37.718291,145.109642,10 Baird Street,GREENSBOROUGH,GLEN EIRA,19986,1.097,23.86,1,7426,2533,Banyule,83,1524,984000,26045,19986.0
23619,-37.64961243,144.9056244,39 Dunfermline Avenue,GREENVALE,HORSHAM,44817,2.202,17.375,1,6480,251,Hume,72,1730,942100,9120,44817.0
8052,-37.762538,144.796597,12 Peppermint Grove,CAIRNLEA,YARRA RANGES,20003,1.272,12.984496124031008,1,2159,192,Brimbank,57,1423,969000,14107,20003.0
8328,-37.74902344,144.7468872,25 Charlesworth Crescent,BURNSIDE,MOYNE,20001,4.673,14.857142857142858,1,1290,343,Melton,57,1423,788300,14107,20001.0
37647,-37.642505,145.045612,61 Derby Drive,EPPING,FRANKSTON,20005,1.753,24.90277777777778,1,13368,3047,Whittlesea,73,1283,673200,19624,20005.0
72611,-37.848223,145.269852,83 Scoresby Road,BAYSWATER,INDIGO,19870,0.738,19.363636363636363,1,4737,3089,Knox,77,1186,865500,19945,19870.0
39068,-37.77333832,145.0485077,9 Locksley Road,IVANHOE,BASS COAST,19933,0.564,14.36241610738255,1,4147,2613,Banyule,77,1709,1560600,14278,19933.0
38323,-37.777807,145.023804,46 Perry Street,FAIRFIELD,NILLUMBIK,19930,0.626,12.693877551020408,1,2113,1694,Darebin,73,1538,1615300,9227,19930.0
90849,-37.96118,145.043826,58 Olympic Avenue,CHELTENHAM,YARRA RANGES,19866,1.122,18.83823529411765,1,8087,5856,Kingston,74,1233,1167300,18907,19866.0
34627,-37.704319,145.0139465,3/39 Pickett Street,RESERVOIR,EAST GIPPSLAND,20009,0.558,19.1,1,16913,8713,Darebin,63,972,861800,45591,20009.0
58198,-37.81340027,145.1489868,51 Stanley Grove,BLACKBURN,GREATER GEELONG,19898,0.748,14.05703422053232,1,4821,2501,Whitehorse,75,1387,1485900,27564,19898.0
61651,-37.775523,145.245626,26 Wellington Park Drive,WARRANWOOD,MACEDON RANGES,19878,3.792,20.65573770491803,1,1338,178,Maroondah,79,1393,1309600,28808,19878.0
68591,-37.85518265,145.0116119,562 Orrong Road,ARMADALE,BRIMBANK,19946,0.531,7.181818181818182,1,2838,3841,Stonnington,73,1713,1925900,8428,19946.0
73192,-37.86183929,145.2667694,2/15 Marville Court,BORONIA,TOWONG,19869,1.556,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
55744,-37.841598,145.075851,5 Immarna Road,CAMBERWELL,MELBOURNE,19850,0.267,11.181818181818182,1,7459,4358,Boroondara,77,2122,2235400,15537,19850.0
94908,-37.903552,145.052151,16 Wallen Road,ORMOND,MOIRA,19941,1.102,13.927272727272728,1,2378,2357,Glen Eira,72,1538,1746300,17630,19941.0
78386,-37.93845,145.214601,8 Royal Oak Court,MULGRAVE,MACEDON RANGES,19890,4.604,19.260536398467433,1,7213,1477,Monash,60,1348,1022600,22093,19890.0
27208,-37.583626,144.924521,51 Chelsworth Loop,CRAIGIEBURN,YARRA RANGES,40221,2.617,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
5121,-37.863546,144.834485,3 Fisher Court,ALTONA,BRIMBANK,19926,0.585,,0,4843,2394,Hobsons Bay,70,1160,1139500,11742,19926.0
30512,-37.781292,145.000736,93 Westgarth Street,NORTHCOTE,MURRINDINDI,19928,0.152,11.670588235294117,1,8461,5349,Darebin,69,1563,1630800,21000,19928.0
70505,-37.889932,145.095351,13 Cabena Crescent,CHADSTONE,MELTON,19917,1.317,12.085858585858587,1,3244,1608,Monash,65,1234,1217700,12357,19917.0
94376,-37.957176,145.080766,4 Shoreacres Place,HEATHERTON,SOUTH GIPPSLAND,19866,2.53,18.83823529411765,1,1014,463,Kingston,70,1752,1123700,1371,19866.0
83764,-37.8513096,144.9980014,25 York Street,PRAHRAN,BOROONDARA,19958,0.743,,0,4230,8324,Stonnington,66,1560,1706800,17776,19958.0
29797,-37.76781845,144.9851379,25 Zoe Circuit,NORTHCOTE,MURRINDINDI,20016,0.921,13.188811188811188,1,8461,5349,Darebin,69,1563,1630800,21000,20016.0
71777,-37.84989929,145.2417755,7 Whitehaven Street,WANTIRNA,CENTRAL GOLDFIELDS,19871,2.414,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
12173,-37.711417,144.780648,11 Hume Drive,DELAHEY,BULOKE,20000,1.279,16.304347826086957,1,2193,541,Brimbank,64,1491,648400,27356,20000.0
26538,-37.57940674,144.9374847,32 Parramatta Walk,CRAIGIEBURN,YARRA RANGES,40221,2.547,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
65273,-37.800234,145.310397,28 Lomond Avenue,KILSYTH,SURF COAST,19877,1.733,22.9618320610687,1,4209,1613,Yarra Ranges,82,1211,813100,12665,19877.0
20438,-37.772144,144.968875,123 Glenlyon Road,BRUNSWICK,MARIBYRNONG,19969,0.948,7.142857142857143,1,8835,8041,Moreland,62,1433,1265800,20155,19969.0
88343,-37.9510381,145.0380248,1/13 Donald Street,HIGHETT,GREATER DANDENONG,19872,0.446,17.015625,1,3939,2524,Bayside,73,1384,1355400,9299,19872.0
60691,-37.84268188,145.187851,31 Timbertop Drive,VERMONT,CENTRAL GOLDFIELDS,19899,2.709,14.655339805825243,1,3636,1030,Whitehorse,71,1459,1186300,20802,19899.0
93703,-37.986277,145.072175,8 Second Street,PARKDALE,STONNINGTON,19865,0.787,20.61904761904762,1,4160,2433,Kingston,76,1492,1341800,24045,19865.0
60487,-37.84181595,145.1959229,15 Lunar Crescent,VERMONT,CENTRAL GOLDFIELDS,19900,2.673,15.882096069868995,1,3636,1030,Whitehorse,71,1459,1186300,20802,19900.0
91538,-37.97782,145.047735,3 Wall Street,BEAUMARIS,TOWONG,19866,1.38,18.83823529411765,1,5041,1732,Bayside,79,1845,1882800,17536,19866.0
24320,-37.708158,144.972824,31 Major Road,FAWKNER,MONASH,19962,1.299,12.785714285714286,1,4754,1266,Moreland,53,865,745500,12899,19962.0
86786,-37.9286908,144.9980423,46 South Road,BRIGHTON,HUME,19950,0.818,,0,8625,6345,Bayside,77,2200,2483600,20135,19950.0
88199,-37.942368,145.046553,38 Grandview Grove,MOORABBIN,MANSFIELD,19872,0.79,17.015625,1,2571,1673,Kingston,69,1294,1283800,13081,19872.0
47850,-37.810174,145.045044,13 Annadale Street,KEW,SOUTH GIPPSLAND,19903,1.363,6.752380952380952,1,8044,6097,Boroondara,73,2022,2332200,21677,19903.0
15393,-37.736276,144.920128,55 Glenview Road,STRATHMORE,KNOX,20034,0.939,11.090909090909092,1,3101,749,Moonee Valley,81,1634,1643800,10591,20034.0
20252,-37.795324,144.971949,93 Kay Street,CARLTON,STRATHBOGIE,19843,1.753,1.0,1,2909,16139,Melbourne,47,633,1480600,10673,19843.0
84699,-37.882241,144.989932,17A Austin Avenue,ELWOOD,MORELAND,19955,0.845,,0,3628,8403,Port Phillip,72,1715,1874000,12829,19955.0
46941,-37.711059,145.171181,27 Onkara Court,ELTHAM,FRANKSTON,19987,2.076,26.24418604651163,1,6040,1782,Nillumbik,85,1923,1178700,28827,19987.0
20677,-37.7627761,144.9499174,182 Hope Street,BRUNSWICK WEST,MARIBYRNONG,19967,0.963,8.11111111111111,1,4431,4309,Moreland,65,1232,1108300,11882,19967.0
