property_id,lat,lng,addr_street,suburb,lga,closet_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,number_of_houses,number_of_units,municipality,aus_born_perc,median_income,median_house_price,population,closest_train_station_id
46019,-37.710055,145.121115,3/96 Mountain View Road,MONTMORENCY,PORT PHILLIP,19986,0.585,23.86,1,3368,1434,Banyule,87,1457,1111000,8154,19986.0
46692,-37.705689,145.146801,160 Scenic Crescent,ELTHAM NORTH,ARARAT,19987,0.88,26.24418604651163,1,2175,118,Nillumbik,85,1923,1227100,28827,19987.0
12840,-37.711639,144.774489,29 Blackwood Way,DELAHEY,BULOKE,20000,1.17,16.304347826086957,1,2193,541,Brimbank,64,1491,648400,27356,20000.0
40274,-37.694115,145.071408,3 Balanda Court,BUNDOORA,WODONGA,19984,2.169,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
65422,-37.80737686,145.3155975,51 Liverpool Road,KILSYTH,SURF COAST,19877,2.535,22.9618320610687,1,4209,1613,Yarra Ranges,82,1211,813100,12665,19877.0
79023,-37.94091,145.151696,38 Parsons Avenue,SPRINGVALE,GREATER BENDIGO,19913,0.97,17.03585657370518,1,6280,4315,Greater Dandenong,36,884,895800,18147,19913.0
48078,-37.812127,145.023055,2/9 Henry Street,KEW,SOUTH GIPPSLAND,19905,1.08,5.05,1,8044,6097,Boroondara,73,2022,2332200,21677,19905.0
33875,-37.717374,145.018901,15 Cuthbert Road,RESERVOIR,EAST GIPPSLAND,20010,1.05,19.105263157894736,1,16913,8713,Darebin,63,972,861800,45591,20010.0
91013,-37.963154,145.077488,8 Farm Road,CHELTENHAM,YARRA RANGES,19866,2.05,18.83823529411765,1,8087,5856,Kingston,74,1233,1167300,18907,19866.0
65562,-37.794262,145.322196,1/125 Cambridge Road,MOOROOLBARK,WEST WIMMERA,19877,1.365,22.9618320610687,1,7655,1413,Yarra Ranges,80,1360,874500,18998,19877.0
24824,-37.67290115,144.9693909,7 SYLVAN WAY,CAMPBELLFIELD,STRATHBOGIE,19960,2.135,16.6875,1,2830,1163,Hume,48,786,588600,5480,19960.0
1799,-37.789994,144.878979,14 Studley Street,MAIDSTONE,BAW BAW,20023,1.429,7.277777777777778,1,2995,2208,Maribyrnong,56,1162,843300,19978,20023.0
90019,-37.960239,145.052809,14 Garfield Street,CHELTENHAM,YARRA RANGES,19866,0.73,18.83823529411765,1,8087,5856,Kingston,74,1233,1167300,18907,19866.0
51430,-37.783458,145.132514,43 Turana Street,DONCASTER,MORELAND,20042,4.099,11.86808510638298,1,7598,4243,Manningham,58,1242,1446200,17447,20042.0
33385,-37.725482,145.02188,1 Rubicon Street,RESERVOIR,EAST GIPPSLAND,20010,1.623,19.105263157894736,1,16913,8713,Darebin,63,972,861800,45591,20010.0
94069,-38.05734,145.132639,99/100 Broadway,BONBEACH,QUEENSCLIFFE,19859,1.296,27.333333333333332,1,2249,1613,Kingston,76,1179,1114700,19121,19859.0
83939,-37.849823,145.002038,37 Mackay Street,PRAHRAN,BOROONDARA,19947,0.582,6.618181818181818,1,4230,8324,Stonnington,66,1560,1706800,17776,19947.0
18506,-37.68252945,144.9317017,23 Waranga Crescent,BROADMEADOWS,WODONGA,20030,1.067,15.533333333333333,1,4395,1983,Hume,58,762,565700,18510,20030.0
82982,-37.891395,145.252851,10 Coromandel Crescent South,KNOXFIELD,SOUTHERN GRAMPIANS,19868,3.878,21.208695652173912,1,2723,1042,Knox,76,1310,909600,6617,19868.0
7266,-37.73762131,144.8224487,178 Sunshine Avenue,KEALBA,BASS COAST,20002,2.13,13.42361111111111,1,1111,142,Brimbank,46,907,704200,54005,20002.0
95756,-37.928906,145.043885,40 Fromer Street,BENTLEIGH,HOBSONS BAY,19938,0.849,15.293650793650794,1,5799,3228,Glen Eira,72,1538,1649200,17630,19938.0
35128,-37.727423,145.030899,50 Nisbett Street,RESERVOIR,EAST GIPPSLAND,20010,2.41,19.105263157894736,1,16913,8713,Darebin,63,972,861800,45591,20010.0
26662,-37.5807,144.912694,37 Fermont Avenue,CRAIGIEBURN,YARRA RANGES,40221,3.581,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
30763,-37.757623,144.989087,149  Ballantyne Street,THORNBURY,LATROBE,20014,0.882,14.2,1,6018,4275,Darebin,63,1275,1361700,16671,20014.0
29110,-37.801696,144.99655,71 Studley Street,ABBOTSFORD,BANYULE,19975,0.337,8.23076923076923,1,2304,4706,Yarra,68,1797,1299400,4025,19975.0
80373,-37.983404,145.16065,57 Piccadilly Crescent,KEYSBOROUGH,KINGSTON,19890,2.298,19.260536398467433,1,9761,1578,Greater Dandenong,49,1253,1006400,16492,19890.0
7729,-37.782772,144.808189,13 Suspension Street,ARDEER,SWAN HILL,20004,1.561,11.692982456140351,1,1263,335,Brimbank,46,895,663400,10176,20004.0
5943,-37.793497,144.844491,1 Duke Street,SUNSHINE,KNOX,20021,1.161,11.08411214953271,1,4031,1779,Brimbank,52,929,883700,30677,20021.0
58304,-37.82052994,145.1397705,7 Minna Street,BLACKBURN,GREATER GEELONG,19897,0.087,13.988304093567251,1,4821,2501,Whitehorse,75,1387,1485900,27564,19897.0
35555,-37.709392,145.016261,76 Crookston Road,RESERVOIR,EAST GIPPSLAND,20009,0.617,19.1,1,16913,8713,Darebin,63,972,861800,45591,20009.0
20990,-37.766195,144.970721,3/103a Blyth Street,BRUNSWICK,MARIBYRNONG,19968,0.994,7.125,1,8835,8041,Moreland,62,1433,1265800,20155,19968.0
8465,-37.764887,144.786815,4 Breadalbane Avenue,CAIRNLEA,YARRA RANGES,20003,2.165,12.984496124031008,1,2159,192,Brimbank,57,1423,969000,14107,20003.0
51443,-37.792106,145.124778,46 Boyd Street,DONCASTER,MORELAND,20042,3.033,11.86808510638298,1,7598,4243,Manningham,58,1242,1446200,17447,20042.0
14722,-37.76228,144.891708,69 Clifton Street,ABERFELDIE,MITCHELL,20037,2.265,7.5,1,1410,453,Moonee Valley,81,1571,1926600,22442,20037.0
90662,-37.968444,145.057827,4 Holmby Road,CHELTENHAM,YARRA RANGES,19866,0.35,18.83823529411765,1,8087,5856,Kingston,74,1233,1167300,18907,19866.0
89496,-37.954859,145.011846,38 Tennyson Street,SANDRINGHAM,PYRENEES,19948,0.814,,0,3340,2563,Bayside,79,1836,1785000,8146,19948.0
58747,-37.80589,145.17066,23 Winifred Street,NUNAWADING,STONNINGTON,19899,1.68,14.655339805825243,1,4033,2270,Whitehorse,70,1202,1171100,20796,19899.0
96058,-37.922517,145.046674,6 Wood Street,BENTLEIGH,HOBSONS BAY,19939,1.022,14.476923076923077,1,5799,3228,Glen Eira,72,1538,1649200,17630,19939.0
70853,-37.874638,145.104327,6 Warrina Street,CHADSTONE,MELTON,19840,0.692,,0,3244,1608,Monash,65,1234,1217700,12357,19840.0
78391,-37.927561,145.174116,8 Sunrise Drive,MULGRAVE,MACEDON RANGES,19913,3.043,17.03585657370518,1,7213,1477,Monash,60,1348,1022600,22093,19913.0
72920,-37.860887,145.297103,13 Moncoe Street,BORONIA,TOWONG,19869,1.119,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
54036,-37.814515,145.016999,11 Muir Street,HAWTHORN,YARRA,19905,0.965,5.05,1,5753,11459,Boroondara,72,1627,2103800,19166,19905.0
50862,-37.789249,145.116936,16 Carawatha Road,DONCASTER,MORELAND,20042,3.36,11.86808510638298,1,7598,4243,Manningham,58,1242,1446200,17447,20042.0
42014,-37.7341423,145.0750275,29 Silk Street,ROSANNA,EAST GIPPSLAND,19983,1.043,18.08641975308642,1,3073,1156,Banyule,77,1551,1192000,21826,19983.0
20148,-37.79679108,144.9663696,334 Cardigan Street,CARLTON,STRATHBOGIE,19842,1.501,0.0,1,2909,16139,Melbourne,47,633,1480600,10673,19842.0
15745,-37.738191,144.88206,40 Newman Street,NIDDRIE,MANSFIELD,20036,3.567,9.333333333333334,1,2198,1140,Moonee Valley,69,1204,1148000,13979,20036.0
15900,-37.707767,144.880129,1/42 Sharps Road,TULLAMARINE,CENTRAL GOLDFIELDS,20032,3.286,13.76923076923077,1,3164,2016,Hume,65,1150,706000,16710,20032.0
17668,-37.70629,144.930903,74 Glenroy Road,GLENROY,WYNDHAM,20032,1.221,13.76923076923077,1,7882,4021,Moreland,66,1004,743900,27707,20032.0
73956,-37.846438,145.301215,7 Southern Aurora Place,BORONIA,TOWONG,19869,2.15,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
1481,-37.80552673,144.8969116,84 Albert Street,SEDDON,EAST GIPPSLAND,19997,0.402,,0,2035,844,Maribyrnong,49,1181,1148600,16926,19997.0
44234,-37.69747,145.108749,13 Delfin Crescent,GREENSBOROUGH,GLEN EIRA,19985,0.723,22.39189189189189,1,7426,2533,Banyule,83,1524,984000,26045,19985.0
21396,-37.769791,144.963177,6 Bezzell Street,BRUNSWICK,MARIBYRNONG,19968,0.391,7.125,1,8835,8041,Moreland,62,1433,1265800,20155,19968.0
23933,-37.710252,144.96195,1168  Sydney Road,FAWKNER,MONASH,19962,0.502,12.785714285714286,1,4754,1266,Moreland,53,865,745500,12899,19962.0
79189,-37.953017,145.142514,51 St James Avenue,SPRINGVALE,GREATER BENDIGO,19913,1.036,17.03585657370518,1,6280,4315,Greater Dandenong,36,884,895800,18147,19913.0
54386,-37.8177334,145.036957,3 Vicars Street,HAWTHORN,YARRA,19904,0.418,6.0,1,5753,11459,Boroondara,72,1627,2103800,19166,19904.0
82383,-37.994388,145.241166,7 Tristania Street,DOVETON,HINDMARSH,19888,2.802,22.110294117647058,1,3150,953,Casey,59,819,602200,9801,19888.0
73688,-37.840749,145.291309,41 Hilda Avenue,BORONIA,TOWONG,19870,2.04,19.363636363636363,1,8285,4281,Knox,79,1162,832500,20314,19870.0
14238,-37.748485,144.908541,3 Spencer Street,ESSENDON,NILLUMBIK,20037,1.075,7.5,1,6869,5592,Moonee Valley,81,1571,1550000,22442,20037.0
5289,-37.864376,144.824433,62 Upton Street,ALTONA,BRIMBANK,19926,0.552,,0,4843,2394,Hobsons Bay,70,1160,1139500,11742,19926.0
20430,-37.758533,144.951437,12 Thistle Street,BRUNSWICK,MARIBYRNONG,19967,0.868,8.11111111111111,1,8835,8041,Moreland,62,1433,1265800,20155,19967.0
50238,-37.762513,145.096095,42 Gisborne Street,BULLEEN,MARIBYRNONG,19935,3.175,15.848101265822784,1,4269,979,Manningham,58,1225,1322600,10590,19935.0
53659,-37.821705,145.001985,69 Mary Street,RICHMOND,EAST GIPPSLAND,19907,0.678,,0,8875,13869,Yarra,65,1731,1389100,24112,19907.0
62882,-37.82285309,145.2484131,36 Alvena Crescent,HEATHMONT,HORSHAM,19871,0.697,17.08910891089109,1,3459,1027,Maroondah,80,1297,1083000,16322,19871.0
96370,-38.012702,145.282461,1 Eleanore Crescent,HALLAM,GLEN EIRA,19885,1.246,26.25,1,3494,1290,Casey,56,1156,724000,9061,19885.0
14956,-37.735019,144.923394,11 Loeman Street,STRATHMORE,KNOX,20034,0.636,11.090909090909092,1,3101,749,Moonee Valley,81,1634,1643800,10591,20034.0
49771,-37.804147,145.081646,9 Kaleno View,BALWYN,HOBSONS BAY,19893,2.264,9.46875,1,4589,2796,Boroondara,71,1563,2551100,13849,19893.0
9693,-37.852358,144.737624,9 Dennerley Way,TRUGANINA,CENTRAL GOLDFIELDS,46468,2.131,,0,12111,961,Wyndham,74,1402,680500,39324,46468.0
36805,-37.643152,145.056483,13 Cavesson Court,EPPING,FRANKSTON,45795,1.145,26.786666666666665,1,13368,3047,Whittlesea,73,1283,673200,19624,45795.0
6576,-37.79049683,144.8377075,3 Mc Kay Street,SUNSHINE,KNOX,20021,0.478,11.08411214953271,1,4031,1779,Brimbank,52,929,883700,30677,20021.0
43866,-37.717243,145.091447,6 Gabonia Avenue,WATSONIA,MANNINGHAM,19984,0.971,19.841726618705035,1,2191,614,Banyule,82,1300,879500,8932,19984.0
62587,-37.830845,145.259609,16 Coven Avenue,HEATHMONT,HORSHAM,19871,1.353,17.08910891089109,1,3459,1027,Maroondah,80,1297,1083000,16322,19871.0
27382,-37.606548,144.933705,6 Grinstead Court,CRAIGIEBURN,YARRA RANGES,40221,0.998,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
16911,-37.697038,144.917226,25A Mitchell Street,GLENROY,WYNDHAM,20031,0.244,14.642857142857142,1,7882,4021,Moreland,66,1004,743900,27707,20031.0
70139,-37.872278,145.098577,5 Allambi Street,ASHWOOD,DAREBIN,19839,0.735,,0,2378,1176,Monash,73,1469,1436500,12420,19839.0
9738,-37.894899,144.636892,12 Coventry Drive,WERRIBEE,LODDON,19921,2.186,,0,14482,4489,Wyndham,77,1470,634600,36356,19921.0
48098,-37.793434,145.034264,21 Grandview Terrace,KEW,SOUTH GIPPSLAND,19931,1.695,13.333333333333334,1,8044,6097,Boroondara,73,2022,2332200,21677,19931.0
29094,-37.801717,144.996272,61 Studley Street,ABBOTSFORD,BANYULE,19975,0.327,8.23076923076923,1,2304,4706,Yarra,68,1797,1299400,4025,19975.0
94277,-37.958474,145.077714,11 Pebble Beach Place,HEATHERTON,SOUTH GIPPSLAND,19866,2.227,18.83823529411765,1,1014,463,Kingston,70,1752,1123700,1371,19866.0
14907,-37.763114,144.894145,98 Clifton Street,ABERFELDIE,MITCHELL,20037,2.096,7.5,1,1410,453,Moonee Valley,81,1571,1926600,22442,20037.0
42475,-37.730981,145.096087,62 Castleton Road,VIEWBANK,MANNINGHAM,19983,2.436,18.08641975308642,1,2434,356,Banyule,77,1551,1147300,21826,19983.0
59552,-37.809267,145.197724,2 Dalmor Avenue,MITCHAM,PORT PHILLIP,19900,1.097,15.882096069868995,1,5802,3089,Whitehorse,76,1424,1128700,14482,19900.0
42192,-37.735879,145.075849,4 Interlaken Parade,ROSANNA,EAST GIPPSLAND,19936,1.157,16.403973509933774,1,3073,1156,Banyule,77,1551,1192000,21826,19936.0
7209,-37.746562,144.775679,13 Appian Drive,ALBANVALE,HEPBURN,20002,2.154,13.42361111111111,1,1897,138,Brimbank,46,907,594200,54005,20002.0
8338,-37.749767,144.778846,256 Station Road,CAIRNLEA,YARRA RANGES,20002,1.945,13.42361111111111,1,2159,192,Brimbank,57,1423,969000,14107,20002.0
4271,-37.84466553,144.8654633,"217 Woods Street,",NEWPORT,MANSFIELD,19994,1.609,,0,5240,1816,Hobsons Bay,74,1626,1197100,14791,19994.0
63742,-37.806798,145.286176,18a Taylors Road,CROYDON,CARDINIA,19878,1.357,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
2107,-37.82192612,144.8390961,3 Almond Avenue,BROOKLYN,WANGARATTA,20022,3.282,7.9523809523809526,1,1077,551,Hobsons Bay,56,1162,701800,19978,20022.0
75043,-37.89239,145.063466,32 Margaret Street,CARNEGIE,MELBOURNE,19919,0.421,11.254658385093167,1,4596,5791,Glen Eira,64,1287,1406500,30031,19919.0
37637,-37.648767,145.056471,60 Calendula Circuit,EPPING,FRANKSTON,45795,0.932,26.786666666666665,1,13368,3047,Whittlesea,73,1283,673200,19624,45795.0
35897,-37.68669891,145.0388489,17 Murchison Way,THOMASTOWN,CAMPASPE,20007,2.277,22.0,1,7762,2091,Whittlesea,49,900,691800,21735,20007.0
38927,-37.757321,145.041023,5 Kwinana Court,IVANHOE,BASS COAST,19934,1.334,14.782608695652174,1,4147,2613,Banyule,77,1709,1560600,14278,19934.0
1336,-37.803818,144.892511,69 Victoria Street,SEDDON,EAST GIPPSLAND,20024,0.172,6.733333333333333,1,2035,844,Maribyrnong,49,1181,1148600,16926,20024.0
44762,-37.712262,145.104663,27 Amiet Street,GREENSBOROUGH,GLEN EIRA,19985,0.977,22.39189189189189,1,7426,2533,Banyule,83,1524,984000,26045,19985.0
58055,-37.826876,145.157693,37 Jeffery Street,BLACKBURN,GREATER GEELONG,19898,1.015,14.05703422053232,1,4821,2501,Whitehorse,75,1387,1485900,27564,19898.0
27726,-37.585955,144.902397,8 Arden Road,CRAIGIEBURN,YARRA RANGES,40221,4.018,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
73655,-37.854183,145.271435,4 Murene Court,BORONIA,TOWONG,19869,1.335,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
42142,-37.754176,145.070325,36 Rosanna Road,HEIDELBERG,MONASH,19935,0.908,15.848101265822784,1,2066,1742,Banyule,77,1551,1213100,21826,19935.0
90331,-37.97035599,145.0756531,23 Allnutt Parade,CHELTENHAM,YARRA RANGES,19865,1.577,20.61904761904762,1,8087,5856,Kingston,74,1233,1167300,18907,19865.0
42088,-37.737783,145.087631,32 Meyrick Crescent,VIEWBANK,MANNINGHAM,19936,1.975,16.403973509933774,1,2434,356,Banyule,77,1551,1147300,21826,19936.0
7558,-37.743064,144.774243,56 Dover Street,ALBANVALE,HEPBURN,20002,2.28,13.42361111111111,1,1897,138,Brimbank,46,907,594200,54005,20002.0
23150,-37.754744,144.972869,76 Moore Street,COBURG,MOONEE VALLEY,19966,0.973,10.0,1,10323,4557,Moreland,63,1268,1129500,29021,19966.0
35517,-37.69696,145.014719,72 Liston Avenue,RESERVOIR,EAST GIPPSLAND,20008,0.341,21.047619047619047,1,16913,8713,Darebin,63,972,861800,45591,20008.0
50598,-37.756134,145.131731,6 Hakea Street,TEMPLESTOWE,MOUNT ALEXANDER,19986,4.634,23.86,1,5734,1487,Manningham,64,1789,1759800,16180,19986.0
66128,-37.76707458,145.3252411,27 Chevalier Crescent,MOOROOLBARK,WEST WIMMERA,19877,2.269,22.9618320610687,1,7655,1413,Yarra Ranges,80,1360,874500,18998,19877.0
18209,-37.683128,144.921451,144 Cuthbert Street,BROADMEADOWS,WODONGA,20030,0.162,15.533333333333333,1,4395,1983,Hume,58,762,565700,18510,20030.0
60746,-37.838963,145.198212,40 Boronia Road,VERMONT,CENTRAL GOLDFIELDS,19900,2.396,15.882096069868995,1,3636,1030,Whitehorse,71,1459,1186300,20802,19900.0
74294,-37.88795853,145.0335999,224 Kambrook Road,CAULFIELD,MELTON,19942,0.782,12.32,1,1723,1630,Glen Eira,61,1547,1704100,15277,19942.0
59733,-37.811236,145.187396,26 Salvana Avenue,MITCHAM,PORT PHILLIP,19900,0.855,15.882096069868995,1,5802,3089,Whitehorse,76,1424,1128700,14482,19900.0
33323,-37.736731,145.004787,97 Pender Street,PRESTON,BOROONDARA,20012,0.433,16.176470588235293,1,11418,7672,Darebin,63,1155,1075700,27067,20012.0
29239,-37.768043,144.990021,108 Arthurton Road,NORTHCOTE,MURRINDINDI,20016,0.505,13.188811188811188,1,8461,5349,Darebin,69,1563,1630800,21000,20016.0
23621,-37.645429,144.902322,4 Arbroath Court,GREENVALE,HORSHAM,44817,2.717,17.375,1,6480,251,Hume,72,1730,942100,9120,44817.0
76175,-37.900912,145.081824,4/162 Kangaroo Road,HUGHESDALE,BASS COAST,19917,0.573,12.085858585858587,1,2268,2190,Monash,65,1340,1374600,16280,19917.0
19620,-37.673648,144.89862,2 Alison Place,ATTWOOD,MOYNE,20030,2.125,15.533333333333333,1,824,102,Hume,74,1388,995100,8623,20030.0
10298,-37.79101944,144.9326019,25 Barnett Street,KENSINGTON,SOUTH GIPPSLAND,20041,0.358,5.0,1,3940,4804,Melbourne,62,1401,1202200,14523,20041.0
77995,-37.929865,145.159275,38 Wattle Grove,MULGRAVE,MACEDON RANGES,19914,2.036,15.875,1,7213,1477,Monash,60,1348,1022600,22093,19914.0
38490,-37.767796,145.04636,1 Noel Street,IVANHOE,BASS COAST,19933,0.148,14.36241610738255,1,4147,2613,Banyule,77,1709,1560600,14278,19933.0
12539,-37.69843674,144.7575684,2 Answer Close,SYDENHAM,HEPBURN,20000,1.494,16.304347826086957,1,2811,1400,Brimbank,64,1491,658000,27356,20000.0
17347,-37.706517,144.904307,5 Centre Way,GLENROY,WYNDHAM,20032,1.158,13.76923076923077,1,7882,4021,Moreland,66,1004,743900,27707,20032.0
80909,-37.99138,145.202147,18 Rodwell Street,DANDENONG,CARDINIA,19888,0.683,22.110294117647058,1,8074,9600,Greater Dandenong,48,899,685100,45248,19888.0
57333,-37.826601,145.084759,5 Margaret Street,CANTERBURY,MELBOURNE,19893,0.39,9.46875,1,2781,1325,Boroondara,80,2352,2875800,7418,19893.0
57820,-37.814923,145.148636,20 Tyrrell Avenue,BLACKBURN,GREATER GEELONG,19898,0.586,14.05703422053232,1,4821,2501,Whitehorse,75,1387,1485900,27564,19898.0
64641,-37.794695,145.296127,53 Hull Road,CROYDON,CARDINIA,19878,1.369,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
28776,-37.8038299,144.9948927,112 Park Street,ABBOTSFORD,BANYULE,19976,0.127,8.267857142857142,1,2304,4706,Yarra,68,1797,1299400,4025,19976.0
55806,-37.846202,145.074008,583 Camberwell Road,CAMBERWELL,MELBOURNE,19850,0.282,11.181818181818182,1,7459,4358,Boroondara,77,2122,2235400,15537,19850.0
82544,-37.90299988,145.2744141,12 Jubilee Drive,ROWVILLE,BALLARAT,19868,2.996,21.208695652173912,1,9231,1496,Knox,71,1699,1069100,28725,19868.0
5997,-37.784692,144.838924,1/7 Brislington Street,SUNSHINE,KNOX,20021,0.683,11.08411214953271,1,4031,1779,Brimbank,52,929,883700,30677,20021.0
81162,-37.990652,145.202452,31 Bassett Street,DANDENONG,CARDINIA,19888,0.643,22.110294117647058,1,8074,9600,Greater Dandenong,48,899,685100,45248,19888.0
64620,-37.764917,145.288294,50 Humber Road,CROYDON NORTH,GOLDEN PLAINS,19877,3.062,22.9618320610687,1,2487,783,Maroondah,81,1267,1020800,37491,19877.0
44969,-37.71551514,145.0949707,37 Kanowindra Crescent,GREENSBOROUGH,GLEN EIRA,19984,1.107,19.841726618705035,1,7426,2533,Banyule,83,1524,984000,26045,19984.0
24916,-37.60795975,144.9132996,1 ST IVES PLACE,CRAIGIEBURN,YARRA RANGES,40221,2.734,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
25626,-37.587666,144.904822,17 Dalwhinnie Crescent,CRAIGIEBURN,YARRA RANGES,40221,3.743,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
78609,-37.936548,145.173826,13 Phillip Avenue,SPRINGVALE,GREATER BENDIGO,19913,2.298,17.03585657370518,1,6280,4315,Greater Dandenong,36,884,895800,18147,19913.0
42323,-37.7443175,145.0698667,5 Grenhilda Road,ROSANNA,EAST GIPPSLAND,19936,0.365,16.403973509933774,1,3073,1156,Banyule,77,1551,1192000,21826,19936.0
40054,-37.697346,145.065461,21 Sandhurst Crescent,BUNDOORA,WODONGA,19984,2.214,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
36113,-37.67458725,145.026886,102 Cyprus Street,LALOR,KINGSTON,20007,1.282,22.0,1,8358,1216,Whittlesea,52,919,678600,20717,20007.0
79998,-37.988587,145.179178,26 Elmbank Drive,KEYSBOROUGH,KINGSTON,19889,1.585,19.59722222222222,1,9761,1578,Greater Dandenong,49,1253,1006400,16492,19889.0
8258,-37.76440048,144.7856598,20 Minvi Terrace,CAIRNLEA,YARRA RANGES,20003,2.24,12.984496124031008,1,2159,192,Brimbank,57,1423,969000,14107,20003.0
41100,-37.700878,145.071846,7/434 Grimshaw Street,BUNDOORA,WODONGA,19984,1.538,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
79377,-37.938079,145.156119,8 Gray Street,SPRINGVALE,GREATER BENDIGO,19913,1.294,17.03585657370518,1,6280,4315,Greater Dandenong,36,884,895800,18147,19913.0
56046,-37.82240677,145.0666809,99 Broadway,CAMBERWELL,MELBOURNE,19892,0.41,8.56842105263158,1,7459,4358,Boroondara,77,2122,2235400,15537,19892.0
39195,-37.75056076,145.043045,305 Bell Street,BELLFIELD,MITCHELL,19935,1.713,15.848101265822784,1,738,119,Banyule,74,938,994800,13096,19935.0
28347,-37.794358,144.977556,57 Westgarth Street,FITZROY,NILLUMBIK,19975,1.579,8.23076923076923,1,3147,5530,Yarra,63,1483,1568000,9007,19975.0
34959,-37.724704,144.988249,43 Bourke Street,RESERVOIR,EAST GIPPSLAND,20011,1.343,17.166666666666668,1,16913,8713,Darebin,63,972,861800,45591,20011.0
45822,-37.71990204,145.1284638,132 Rattray Road,MONTMORENCY,PORT PHILLIP,19986,0.798,23.86,1,3368,1434,Banyule,87,1457,1111000,8154,19986.0
28105,-37.797574,144.980403,147 Argyle Street,FITZROY,NILLUMBIK,19975,1.248,8.23076923076923,1,3147,5530,Yarra,63,1483,1568000,9007,19975.0
32995,-37.747859,144.992688,5E Austral Avenue,PRESTON,BOROONDARA,20013,0.705,15.1875,1,11418,7672,Darebin,63,1155,1075700,27067,20013.0
32144,-37.75398254,145.0180512,193 Dundas Street,PRESTON,BOROONDARA,20014,1.719,14.2,1,11418,7672,Darebin,63,1155,1075700,27067,20014.0
62002,-37.8242,145.223788,45 Heywood Street,RINGWOOD,MACEDON RANGES,19902,1.031,16.388235294117646,1,6350,4648,Maroondah,79,1393,1024000,28808,19902.0
